table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,de,Eppegem,,,Eppegem
stops,stop_name,en,Eppegem,,,Eppegem
stops,stop_name,fr,Weerde,,,Weerde
stops,stop_name,nl,Weerde,,,Weerde
stops,stop_name,de,Weerde,,,Weerde
stops,stop_name,en,Weerde,,,Weerde
stops,stop_name,fr,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,nl,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,de,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,en,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,fr,Duffel,,,Duffel
stops,stop_name,nl,Duffel,,,Duffel
stops,stop_name,de,Duffel,,,Duffel
stops,stop_name,en,Duffel,,,Duffel
stops,stop_name,fr,Baasrode-Zuid,,,Baasrode-Zuid
stops,stop_name,nl,Baasrode-Zuid,,,Baasrode-Zuid
